row_key,ags,municipality_name,gebietsart,gebietsnummer,reported_precincts,total_precincts,voters_total,valid_votes_erst,valid_votes_zweit,payload_hash,is_municipality_summary
000018:001-57 (08111000-001-57):001-57:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,001-57 (08111000-001-57),1,1,461,459,461,1de785d839adf3aead33478b5b90f755e4d8853d7955d53c3cfb87429d4f4c25,False
000019:001-58 (08111000-001-58):001-58:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,001-58 (08111000-001-58),1,1,507,506,507,60a8d98d6f29e96a166039d4920bbfc08ce9ed05174a75010fe0509ce206cff1,False
000020:001-59 (08111000-001-59):001-59:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,001-59 (08111000-001-59),1,1,266,263,264,489a3f8f534ac3cfec87d70795d8c9091b9adea2859e4ebbfa7bec6de1281260,False
000021:001-60 (08111000-001-60):001-60:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,001-60 (08111000-001-60),0,1,0,0,0,cda2ba02be3d84e04401b534eb4048e60d2b28396b2c452a6d2b1bd313f75b73,False
000022:001-91 (08111000-001-91):001-91:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,001-91 (08111000-001-91),1,1,268,268,268,05c0d7f231b54cbc26b20c184649c9afcd61d9a3caee931a4b32e0242076d999,False
000023:002-01 (08111000-002-01):002-01:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,002-01 (08111000-002-01),0,1,0,0,0,1850b16c38cd8fdd260a30e678b3eb163d5e130d7bb7fd054ec96279892444f9,False
000024:002-02 (08111000-002-02):002-02:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,002-02 (08111000-002-02),1,1,448,443,447,8d016ee52c1f33db935ef9ce17342da9e36ebc761e737a1c1ff260bf3820e75d,False
000025:002-03 (08111000-002-03):002-03:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,002-03 (08111000-002-03),1,1,530,530,529,5bae0ad102df6bbacc58b5bc5581cae76054de811158b9fcaebb26a92f85fdc0,False
000026:002-04 (08111000-002-04):002-04:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,002-04 (08111000-002-04),1,1,435,430,429,692c9da970d6fda099bc02c713624a9ac97f98ebba32385c557953a89905b32b,False
000027:002-05 (08111000-002-05):002-05:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,002-05 (08111000-002-05),1,1,543,541,543,97d1480a8fb8bc478a29c92fdeffb2f05c3260b1bb2e012cd6ed890a6e4f79c1,False
000028:002-06 (08111000-002-06):002-06:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,002-06 (08111000-002-06),1,1,650,645,650,4b552c9a5e0a0a248e02b484bffb3e0750898414921deff9766d47c2568081e6,False
000029:002-07 (08111000-002-07):002-07:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,002-07 (08111000-002-07),0,1,0,0,0,e82622933b3862c4831e1aa4dd666ea17ff8bbe353af727c5a94015d3297a642,False
000030:002-08 (08111000-002-08):002-08:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,002-08 (08111000-002-08),1,1,561,558,560,968627a710944167970eee20fa4cb4bde1828bcd6083a73c421159711d27f5ff,False
000031:002-09 (08111000-002-09):002-09:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,002-09 (08111000-002-09),1,1,599,595,596,971585e69b4ae28a678d1a65d1830ae34fa107592f40c1d6486b7a72fc2b987e,False
000032:002-10 (08111000-002-10):002-10:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,002-10 (08111000-002-10),1,1,572,563,568,ad68164875e8557fe1aa57486b6b4e96b092645afca1fe2b5d9103b31b7324ee,False
000033:002-11 (08111000-002-11):002-11:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,002-11 (08111000-002-11),1,1,612,608,612,93055291b82baf8884458d2b16c62051cf7a54e5bb7c06e2c3c267978c0146df,False
000034:002-12 (08111000-002-12):002-12:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,002-12 (08111000-002-12),1,1,347,341,345,cbcee1af7a6627319e85a4b16aab03dbc852c7d353c34a58c217745fd9412da7,False
000035:002-51 (08111000-002-51):002-51:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,002-51 (08111000-002-51),1,1,592,592,592,3f673b9a860dee141009f6220b30979ff86dfaac475e5c44a6d1f12fd5cd8dd0,False
000036:002-52 (08111000-002-52):002-52:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,002-52 (08111000-002-52),1,1,240,240,240,0c6ed0b1d955ebb40e74aba65ca47687d5f4795e079dd18ee6303a77bbda373f,False
000037:002-53 (08111000-002-53):002-53:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,002-53 (08111000-002-53),0,1,0,0,0,8e7da790ad83269c49084d2634d102c51ddd58280ce447283db189583353d8a5,False
000038:002-54 (08111000-002-54):002-54:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,002-54 (08111000-002-54),1,1,345,342,345,565dfa952f65cf926a16e1acc5695709acd94fff706f1afd29a58316767f3e6c,False
000039:002-55 (08111000-002-55):002-55:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,002-55 (08111000-002-55),0,1,0,0,0,6513b9ef5ec1a216a23267268427b79cdb553af0c5ddb30867ec00b736336525,False
000040:002-56 (08111000-002-56):002-56:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,002-56 (08111000-002-56),1,1,605,603,604,d2bcc9a08151ff3037eab0dc1ecda8e7b0a5f9dadfcdaf2163e5bcc9baee2c2f,False
000041:002-57 (08111000-002-57):002-57:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,002-57 (08111000-002-57),0,1,0,0,0,02b39e1d48d1bef3fcd013df6963773b860591e228c13eddaa8f8d7510181e35,False
000042:002-58 (08111000-002-58):002-58:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,002-58 (08111000-002-58),1,1,485,484,483,c2ea76e704bc2f4beb6f6c6dc76f932bbc2668dfd8b1b958b595b4e98582c083,False
000043:002-59 (08111000-002-59):002-59:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,002-59 (08111000-002-59),1,1,484,483,484,00ca7273b3f1da8ee845ae9fa23ff3eb2df3c7124b46501958e889a1a59861f6,False
000044:002-60 (08111000-002-60):002-60:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,002-60 (08111000-002-60),1,1,631,628,629,3be4e16644fe32a752a8cd170e944be9f3625f548ce8be532ec518f06e711a28,False
000045:002-61 (08111000-002-61):002-61:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,002-61 (08111000-002-61),1,1,534,532,534,2faf7600f073c5e82ace507a3959fc11c9d75a54e9f94289fb0b9da542d3935e,False
000046:002-62 (08111000-002-62):002-62:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,002-62 (08111000-002-62),1,1,183,182,183,1986ddfa6dde22fea198ddf106aef7f3719a17308bbe61cb04d85e2d06b12e97,False
000047:002-91 (08111000-002-91):002-91:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,002-91 (08111000-002-91),1,1,216,216,216,86ea0102c5afd8363b1b300f5c46e32343438e082031e026f3d372ae48d7b072,False
000048:003-08 (08111000-003-08):003-08:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,003-08 (08111000-003-08),0,1,0,0,0,70e07dbfb498a36e21e8e50b3d30d01d6a3d3fe8e6866f3f6e1c22a6377e1189,False
000049:003-09 (08111000-003-09):003-09:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,003-09 (08111000-003-09),1,1,476,474,474,64b2ce75698773a3de5969d6c2773586849cff515a319a9f2f1bfd9f9ee88c33,False
000050:003-13 (08111000-003-13):003-13:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,003-13 (08111000-003-13),0,1,0,0,0,d31be46263133929b7f1bfbccaec4cea15e27a275c05a897a823f2a0b312e8a2,False
000051:003-58 (08111000-003-58):003-58:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,003-58 (08111000-003-58),0,1,0,0,0,6b76ed910bb632623fbc3623138cafc215ffbe2f6c15d0bc22be2c799d80a70a,False
000052:003-59 (08111000-003-59):003-59:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,003-59 (08111000-003-59),0,1,0,0,0,fb3a45adc1424b77d521c9bdd42f8b6dbf4a0cd7958dbfa89f7893a3b753f294,False
000053:003-63 (08111000-003-63):003-63:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,003-63 (08111000-003-63),1,1,388,386,386,81b704a78393d14d3811ef85c1a07e9e68e1b9facc509aa26d84e1a6d180a222,False
000054:003-91 (08111000-003-91):003-91:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,003-91 (08111000-003-91),1,1,82,81,82,63ee0024ee1f0faf9dae91cb9f2175c3b505e3dad7c65abbcf4426358f0bc806,False
000055:004-01 (08111000-004-01):004-01:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,004-01 (08111000-004-01),1,1,445,444,445,9c15c6f5db255a8ffa3498e1e8e94a81fb42cc5db8be3801a717c245e12ee725,False
000056:004-02 (08111000-004-02):004-02:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,004-02 (08111000-004-02),1,1,482,482,482,8c3dbf947ea3a97611b90633040aa93ec4b67616e3aa9a1a3474512d4877f51c,False
000057:004-03 (08111000-004-03):004-03:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,004-03 (08111000-004-03),1,1,588,588,588,b089d492c267dc43ad1018238057008c3e7ada3500e406f4117553f0138894fb,False
000058:004-04 (08111000-004-04):004-04:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,004-04 (08111000-004-04),1,1,527,527,527,f7c82413a98d99825d806eea8b6067f0fad6ca1972e6c3a805c262aad7a48daa,False
000059:004-05 (08111000-004-05):004-05:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,004-05 (08111000-004-05),0,1,0,0,0,78c0bd3b8e83b1946a246edef70a9b9e372a37e621ba23b09a1257ce36f3f607,False
000060:004-06 (08111000-004-06):004-06:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,004-06 (08111000-004-06),1,1,571,570,571,31c5d879d3344ce3e392c7ccf9fb34e443691b7205144650969f8fc5183adf62,False
000061:004-07 (08111000-004-07):004-07:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,004-07 (08111000-004-07),0,1,0,0,0,955c5d132a1e6a46a5e53b0bccf78f9ae6ac51cede379ecee3113181d28e3e3d,False
000062:004-08 (08111000-004-08):004-08:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,004-08 (08111000-004-08),1,1,633,630,631,089e1219a53cf42634873ee234a41465c6a60d5db055255bb78e3c2f8be39608,False
000063:004-09 (08111000-004-09):004-09:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,004-09 (08111000-004-09),1,1,582,579,582,96e7904fb7dc1448345bc2549b274b3d0459601ef04a8b217791920890bc3229,False
000064:004-10 (08111000-004-10):004-10:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,004-10 (08111000-004-10),1,1,529,526,528,51bdd588c010a49f8e42d79daac1f251934c43ddb151a9f296a50375b5843a83,False
000065:004-11 (08111000-004-11):004-11:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,004-11 (08111000-004-11),0,1,0,0,0,8bd28bf6d08200a5096a3f23b20ca6c44e254595a52f6f639698f87a236934ae,False
000066:004-12 (08111000-004-12):004-12:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,004-12 (08111000-004-12),1,1,612,610,610,0857c8acb1623b74188ed4803d16bf50f7e3627291d360dee1636288d55ca1fd,False
000067:004-13 (08111000-004-13):004-13:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,004-13 (08111000-004-13),0,1,0,0,0,c6e2410667066ec49f01f6de0b7c4396790e226ad17bf9df0a28a7633db2a931,False
000068:004-14 (08111000-004-14):004-14:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,004-14 (08111000-004-14),1,1,485,485,485,fb386af5c63a1b851b6233f7f5e8b22037574ac7f48c82ad1f1367f8b295df7f,False
000069:004-15 (08111000-004-15):004-15:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,004-15 (08111000-004-15),1,1,352,352,351,98d03d684cf6d76a1034a3fa20bab6fdc453c8d23af53de9b725ba9427af450c,False
000070:004-16 (08111000-004-16):004-16:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,004-16 (08111000-004-16),1,1,493,487,489,5fb5c089be40d9ee9783883459be90ae7d30452c0948311b00781a92899626fd,False
000071:004-17 (08111000-004-17):004-17:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,004-17 (08111000-004-17),1,1,594,589,594,1c7dc128841c3c914e8aa9e3af8679e68ab79523d9048404dcd46eda72cac2c7,False
000072:004-18 (08111000-004-18):004-18:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,004-18 (08111000-004-18),1,1,626,621,625,ef65be61904710a21d55c8338894185b7ef41198b6abcc1faf12603fdf311b82,False
000073:004-19 (08111000-004-19):004-19:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,004-19 (08111000-004-19),1,1,601,593,597,2fccafa9c6223b3d06043ba714bdc6859e7e6248682bb65c08c38672d077b0ad,False
000074:004-20 (08111000-004-20):004-20:08111000:URNENWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",URNENWAHLBEZIRK,004-20 (08111000-004-20),0,1,0,0,0,9b056846f1ee2ebfa0b81b61279c262d4ec4b9c3d84b7f970ab7f9846f7438a6,False
000075:004-51 (08111000-004-51):004-51:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,004-51 (08111000-004-51),1,1,393,393,393,b732956dd17073737832c2b8753e904e5241aae27d063c0d0ef1e1a056bfb457,False
000076:004-52 (08111000-004-52):004-52:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,004-52 (08111000-004-52),1,1,331,329,329,204f914b99ae5eb12b4c73443767a56f88fb49f8b9b6da9a0139f61bc4617606,False
000077:004-53 (08111000-004-53):004-53:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,004-53 (08111000-004-53),1,1,502,498,502,89bcd5d40d2d200d4be6ba2664f0c588afc4d6056054b388b072f33741bfb25c,False
000078:004-54 (08111000-004-54):004-54:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,004-54 (08111000-004-54),0,1,0,0,0,fdf90f2182e82e4f49f35280fe68e1cf9e6fc3887b75b4807eca5218121d304f,False
000079:004-55 (08111000-004-55):004-55:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,004-55 (08111000-004-55),0,1,0,0,0,9bbece5a8f334176b7a59ca0b7112fa7bedfd3f6858dc3e5d8fd1e93d0d7ee95,False
000080:004-56 (08111000-004-56):004-56:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,004-56 (08111000-004-56),0,1,0,0,0,ab6a3c68721f9681ac66c52c343fd95389bb4f2de3bc836d60818e2910b9eaec,False
000081:004-57 (08111000-004-57):004-57:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,004-57 (08111000-004-57),1,1,582,582,582,fde57c58c7df533a604cbf48408dbe478430a44b87d089fc099b0c769f8fce29,False
000082:004-58 (08111000-004-58):004-58:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,004-58 (08111000-004-58),1,1,463,461,463,5c68598f2961f00f55c4bf66a35fbe0e8246b5f40b002a2498981e0638171f5b,False
000083:004-59 (08111000-004-59):004-59:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,004-59 (08111000-004-59),1,1,439,438,439,1b63aa17d977c4ffc3634e8fc6b0f1ecbc3f863df1c96fdd0e0b223e1f62602d,False
000084:004-60 (08111000-004-60):004-60:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,004-60 (08111000-004-60),1,1,550,550,548,2db8230b93e5704340f330e9f637fdb3b9423408993e3cbed1f06b3afdd328d8,False
000085:004-61 (08111000-004-61):004-61:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,004-61 (08111000-004-61),1,1,422,419,420,27d40d6dffd5b1cc8b5683d383c3463edf239c2fe65ff1eabcbb3e0525fbda74,False
000086:004-62 (08111000-004-62):004-62:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,004-62 (08111000-004-62),1,1,438,438,437,be389c2bb67c13fe8db7b8321e43f60fd7974ecdf507fb7e2f942fb511a73add,False
000087:004-63 (08111000-004-63):004-63:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,004-63 (08111000-004-63),1,1,542,538,540,e44eb3255fd0bc77abfecc64f51c5f9c6ded4c07b8ea82346515d5eb916936b4,False
000088:004-64 (08111000-004-64):004-64:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,004-64 (08111000-004-64),1,1,401,399,400,f859990ec60de964eb52af132492a82bbf5e0008725c9c2b53de3009bb4a7318,False
000089:004-65 (08111000-004-65):004-65:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,004-65 (08111000-004-65),1,1,342,342,342,a45759bbc98b611d7c72c0391ace2d30e857f409580b0aec310b6e6834c61a90,False
000090:004-66 (08111000-004-66):004-66:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,004-66 (08111000-004-66),1,1,455,455,455,f940502cedf152f803383218a2836aa2aaf52f942b9ebe5f17af34da06396509,False
000091:004-67 (08111000-004-67):004-67:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,004-67 (08111000-004-67),1,1,445,445,445,948700faec4e5685f813356d90b9317e7eec8b3f41b619aad72eed4d0303f9b9,False
000092:004-68 (08111000-004-68):004-68:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,004-68 (08111000-004-68),1,1,360,357,358,f50625efec55c5c7a2495ad70bed08785e3d79c7ef2f15ccdbcba474b3986f1d,False
000093:004-69 (08111000-004-69):004-69:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,004-69 (08111000-004-69),1,1,373,371,371,6549c987abbc9db6079a8728bf146a42b7859cba524336b629183592d99d3eaf,False
000094:004-70 (08111000-004-70):004-70:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,004-70 (08111000-004-70),1,1,499,499,499,8d642d8dab28ac3901b3d3a043ef3e88b3c1a549df679f8fc19c55e18228bc4b,False
000095:004-91 (08111000-004-91):004-91:08111000:BRIEFWAHLBEZIRK,08111000,"Stuttgart, Landeshauptstadt",BRIEFWAHLBEZIRK,004-91 (08111000-004-91),1,1,403,401,403,8834d0afcdd36ac040bd0683f0e19715d8f4e92b9a630dd00d6a1be3850a0c8a,False
